geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,male_total,male_total_annotation,male_total_moe,male_total_moe_annotation,male_under_5,male_under_5_annotation,male_under_5_moe,male_under_5_moe_annotation,male_5_to_9,male_5_to_9_annotation,male_5_to_9_moe,male_5_to_9_moe_annotation,male_10_to_14,male_10_to_14_annotation,male_10_to_14_moe,male_10_to_14_moe_annotation,male_15_to_17,male_15_to_17_annotation,male_15_to_17_moe,male_15_to_17_moe_annotation,male_18_to_19,male_18_to_19_annotation,male_18_to_19_moe,male_18_to_19_moe_annotation,male_20,male_20_annotation,male_20_moe,male_20_moe_annotation,male_21,male_21_annotation,male_21_moe,male_21_moe_annotation,male_22_to_24,male_22_to_24_annotation,male_22_to_24_moe,male_22_to_24_moe_annotation,male_25_to_29,male_25_to_29_annotation,male_25_to_29_moe,male_25_to_29_moe_annotation,male_30_to_34,male_30_to_34_annotation,male_30_to_34_moe,male_30_to_34_moe_annotation,male_35_to_39,male_35_to_39_annotation,male_35_to_39_moe,male_35_to_39_moe_annotation,male_40_to_44,male_40_to_44_annotation,male_40_to_44_moe,male_40_to_44_moe_annotation,male_45_to_49,male_45_to_49_annotation,male_45_to_49_moe,male_45_to_49_moe_annotation,male_50_to_54,male_50_to_54_annotation,male_50_to_54_moe,male_50_to_54_moe_annotation,male_55_to_59,male_55_to_59_annotation,male_55_to_59_moe,male_55_to_59_moe_annotation,male_60_to_61,male_60_to_61_annotation,male_60_to_61_moe,male_60_to_61_moe_annotation,male_62_to_64,male_62_to_64_annotation,male_62_to_64_moe,male_62_to_64_moe_annotation,male_65_to_66,male_65_to_66_annotation,male_65_to_66_moe,male_65_to_66_moe_annotation,male_67_to_69,male_67_to_69_annotation,male_67_to_69_moe,male_67_to_69_moe_annotation,male_70_to_74,male_70_to_74_annotation,male_70_to_74_moe,male_70_to_74_moe_annotation,male_75_to_79,male_75_to_79_annotation,male_75_to_79_moe,male_75_to_79_moe_annotation,male_80_to_84,male_80_to_84_annotation,male_80_to_84_moe,male_80_to_84_moe_annotation,male_85_and_over,male_85_and_over_annotation,male_85_and_over_moe,male_85_and_over_moe_annotation,female_total,female_total_annotation,female_total_moe,female_total_moe_annotation,female_under_5,female_under_5_annotation,female_under_5_moe,female_under_5_moe_annotation,female_5_to_9,female_5_to_9_annotation,female_5_to_9_moe,female_5_to_9_moe_annotation,female_10_to_14,female_10_to_14_annotation,female_10_to_14_moe,female_10_to_14_moe_annotation,female_15_to_17,female_15_to_17_annotation,female_15_to_17_moe,female_15_to_17_moe_annotation,female_18_to_19,female_18_to_19_annotation,female_18_to_19_moe,female_18_to_19_moe_annotation,female_20,female_20_annotation,female_20_moe,female_20_moe_annotation,female_21,female_21_annotation,female_21_moe,female_21_moe_annotation,female_22_to_24,female_22_to_24_annotation,female_22_to_24_moe,female_22_to_24_moe_annotation,female_25_to_29,female_25_to_29_annotation,female_25_to_29_moe,female_25_to_29_moe_annotation,female_30_to_34,female_30_to_34_annotation,female_30_to_34_moe,female_30_to_34_moe_annotation,female_35_to_39,female_35_to_39_annotation,female_35_to_39_moe,female_35_to_39_moe_annotation,female_40_to_44,female_40_to_44_annotation,female_40_to_44_moe,female_40_to_44_moe_annotation,female_45_to_49,female_45_to_49_annotation,female_45_to_49_moe,female_45_to_49_moe_annotation,female_50_to_54,female_50_to_54_annotation,female_50_to_54_moe,female_50_to_54_moe_annotation,female_55_to_59,female_55_to_59_annotation,female_55_to_59_moe,female_55_to_59_moe_annotation,female_60_to_61,female_60_to_61_annotation,female_60_to_61_moe,female_60_to_61_moe_annotation,female_62_to_64,female_62_to_64_annotation,female_62_to_64_moe,female_62_to_64_moe_annotation,female_65_to_66,female_65_to_66_annotation,female_65_to_66_moe,female_65_to_66_moe_annotation,female_67_to_69,female_67_to_69_annotation,female_67_to_69_moe,female_67_to_69_moe_annotation,female_70_to_74,female_70_to_74_annotation,female_70_to_74_moe,female_70_to_74_moe_annotation,female_75_to_79,female_75_to_79_annotation,female_75_to_79_moe,female_75_to_79_moe_annotation,female_80_to_84,female_80_to_84_annotation,female_80_to_84_moe,female_80_to_84_moe_annotation,female_85_and_over,female_85_and_over_annotation,female_85_and_over_moe,female_85_and_over_moe_annotation,state,total_under_5,total_5_to_9,total_10_to_14,total_15_to_17,total_18_to_19,total_20,total_21,total_22_to_24,total_25_to_29,total_30_to_34,total_35_to_39,total_40_to_44,total_45_to_49,total_50_to_54,total_55_to_59,total_60_to_61,total_62_to_64,total_65_to_66,total_67_to_69,total_70_to_74,total_75_to_79,total_80_to_84,total_85_and_over,total_0_to_17,male_0_to_17,female_0_to_17,total_5_to_17,male_5_to_17,female_5_to_17,total_0_9,male_0_9,female_0_9,total_10_to_17,male_10_to_17,female_10_to_17,total_18_to_34,male_18_to_34,female_18_to_34,total_35_to_49,male_35_to_49,female_35_to_49,total_50_to_64,male_50_to_64,female_50_to_64,total_65_and_over,male_65_and_over,female_65_and_over
44,Rhode Island,1053959.0,,-555555555.0,*****,508799.0,,283.0,,29779.0,,208.0,,31631.0,,862.0,,32906.0,,859.0,,21764.0,,181.0,,18523.0,,217.0,,10297.0,,814.0,,9118.0,,684.0,,21427.0,,986.0,,33321.0,,301.0,,30233.0,,288.0,,32925.0,,927.0,,36475.0,,896.0,,39158.0,,207.0,,38371.0,,141.0,,33739.0,,873.0,,12034.0,,689.0,,15371.0,,682.0,,9372.0,,499.0,,9827.0,,509.0,,13877.0,,559.0,,11736.0,,461.0,,9837.0,,564.0,,7078.0,,463.0,,545160.0,,283.0,,28197.0,,286.0,,29568.0,,718.0,,31928.0,,672.0,,20832.0,,218.0,,19292.0,,253.0,,10411.0,,797.0,,8552.0,,643.0,,21147.0,,860.0,,33125.0,,270.0,,31070.0,,264.0,,33682.0,,976.0,,38828.0,,1017.0,,41847.0,,211.0,,41346.0,,203.0,,35923.0,,925.0,,13314.0,,777.0,,16790.0,,726.0,,9308.0,,456.0,,12309.0,,564.0,,17765.0,,557.0,,16292.0,,693.0,,15419.0,,629.0,,18215.0,,668.0,,44,57976.0,61199.0,64834.0,42596.0,37815.0,20708.0,17670.0,42574.0,66446.0,61303.0,66607.0,75303.0,81005.0,79717.0,69662.0,25348.0,32161.0,18680.0,22136.0,31642.0,28028.0,25256.0,25293.0,226605.0,116080.0,110525.0,168629.0,86301.0,82328.0,119175.0,61410.0,57765.0,107430.0,54670.0,52760.0,246516.0,122919.0,123597.0,222915.0,108558.0,114357.0,206888.0,99515.0,107373.0,151035.0,61727.0,89308.0
45,South Carolina,4575864.0,,-555555555.0,*****,2227017.0,,805.0,,152405.0,,448.0,,149770.0,,2233.0,,151113.0,,2236.0,,95512.0,,397.0,,72486.0,,611.0,,39654.0,,1421.0,,36295.0,,1477.0,,91019.0,,1908.0,,149788.0,,683.0,,140954.0,,609.0,,146556.0,,2251.0,,152737.0,,2314.0,,159786.0,,467.0,,154530.0,,605.0,,140570.0,,2020.0,,55408.0,,1505.0,,72956.0,,1703.0,,43068.0,,1086.0,,53498.0,,1156.0,,69825.0,,1306.0,,47650.0,,988.0,,30838.0,,1073.0,,20599.0,,835.0,,2348847.0,,805.0,,146923.0,,374.0,,142608.0,,2348.0,,145932.0,,2383.0,,90873.0,,435.0,,69011.0,,625.0,,35340.0,,1782.0,,34074.0,,1273.0,,91417.0,,1957.0,,152333.0,,442.0,,142443.0,,588.0,,150727.0,,2464.0,,158869.0,,2481.0,,169346.0,,443.0,,167720.0,,371.0,,157855.0,,2084.0,,62078.0,,1386.0,,80280.0,,1658.0,,46883.0,,1151.0,,62598.0,,1262.0,,81704.0,,1252.0,,64637.0,,1315.0,,49067.0,,1138.0,,46129.0,,1128.0,,45,299328.0,292378.0,297045.0,186385.0,141497.0,74994.0,70369.0,182436.0,302121.0,283397.0,297283.0,311606.0,329132.0,322250.0,298425.0,117486.0,153236.0,89951.0,116096.0,151529.0,112287.0,79905.0,66728.0,1075136.0,548800.0,526336.0,775808.0,396395.0,379413.0,591706.0,302175.0,289531.0,483430.0,246625.0,236805.0,1054814.0,530196.0,524618.0,938021.0,459079.0,478942.0,891397.0,423464.0,467933.0,616496.0,265478.0,351018.0
46,South Dakota,807697.0,,-555555555.0,*****,404695.0,,529.0,,29848.0,,301.0,,27270.0,,702.0,,28593.0,,684.0,,17760.0,,279.0,,12477.0,,338.0,,6565.0,,588.0,,6276.0,,538.0,,16875.0,,722.0,,28461.0,,681.0,,24335.0,,383.0,,23585.0,,730.0,,24895.0,,733.0,,29361.0,,255.0,,29642.0,,241.0,,26656.0,,620.0,,9042.0,,475.0,,12350.0,,559.0,,6459.0,,389.0,,8692.0,,473.0,,11875.0,,420.0,,9499.0,,435.0,,7724.0,,395.0,,6455.0,,355.0,,403002.0,,528.0,,27701.0,,288.0,,26257.0,,815.0,,26514.0,,827.0,,16435.0,,268.0,,11934.0,,306.0,,6689.0,,593.0,,5747.0,,445.0,,15666.0,,615.0,,25990.0,,351.0,,23430.0,,292.0,,21847.0,,664.0,,24703.0,,672.0,,28824.0,,277.0,,29369.0,,279.0,,26219.0,,640.0,,8679.0,,432.0,,11888.0,,600.0,,6571.0,,358.0,,9222.0,,407.0,,13710.0,,426.0,,12433.0,,445.0,,10725.0,,540.0,,12449.0,,525.0,,46,57549.0,53527.0,55107.0,34195.0,24411.0,13254.0,12023.0,32541.0,54451.0,47765.0,45432.0,49598.0,58185.0,59011.0,52875.0,17721.0,24238.0,13030.0,17914.0,25585.0,21932.0,18449.0,18904.0,200378.0,103471.0,96907.0,142829.0,73623.0,69206.0,111076.0,57118.0,53958.0,89302.0,46353.0,42949.0,184445.0,94989.0,89456.0,153215.0,77841.0,75374.0,153845.0,77690.0,76155.0,115814.0,50704.0,65110.0
47,Tennessee,6297991.0,,-555555555.0,*****,3070555.0,,1329.0,,206483.0,,623.0,,206758.0,,2573.0,,217343.0,,2542.0,,133213.0,,565.0,,89531.0,,692.0,,45124.0,,1410.0,,44180.0,,1567.0,,122460.0,,2000.0,,207621.0,,647.0,,200084.0,,679.0,,210572.0,,2663.0,,217907.0,,2712.0,,226138.0,,583.0,,218384.0,,592.0,,194589.0,,2194.0,,77171.0,,1647.0,,96136.0,,2079.0,,53974.0,,1281.0,,71687.0,,1419.0,,94566.0,,1426.0,,66689.0,,1341.0,,41490.0,,1148.0,,28455.0,,1015.0,,3227436.0,,1329.0,,198699.0,,725.0,,201858.0,,2523.0,,202056.0,,2384.0,,125067.0,,523.0,,86535.0,,658.0,,44887.0,,1554.0,,42418.0,,1292.0,,125403.0,,1859.0,,211663.0,,577.0,,203116.0,,751.0,,214601.0,,2744.0,,222185.0,,2686.0,,236832.0,,595.0,,233698.0,,502.0,,210463.0,,2138.0,,81055.0,,1413.0,,107514.0,,1982.0,,60912.0,,1383.0,,81017.0,,1680.0,,111349.0,,1599.0,,90085.0,,1511.0,,67044.0,,1490.0,,68979.0,,1295.0,,47,405182.0,408616.0,419399.0,258280.0,176066.0,90011.0,86598.0,247863.0,419284.0,403200.0,425173.0,440092.0,462970.0,452082.0,405052.0,158226.0,203650.0,114886.0,152704.0,205915.0,156774.0,108534.0,97434.0,1491477.0,763797.0,727680.0,1086295.0,557314.0,528981.0,813798.0,413241.0,400557.0,677679.0,350556.0,327123.0,1423022.0,709000.0,714022.0,1328235.0,654617.0,673618.0,1219010.0,586280.0,632730.0,836247.0,356861.0,479386.0
48,Texas,24774187.0,,-555555555.0,*****,12291119.0,,1876.0,,981690.0,,943.0,,962992.0,,4917.0,,943108.0,,4895.0,,577339.0,,1120.0,,387178.0,,1542.0,,196215.0,,3966.0,,194882.0,,3427.0,,540490.0,,4295.0,,922966.0,,1610.0,,868070.0,,1213.0,,875109.0,,5591.0,,846916.0,,5607.0,,867977.0,,1219.0,,805243.0,,815.0,,666541.0,,4006.0,,243189.0,,3393.0,,305066.0,,3291.0,,172195.0,,2327.0,,214304.0,,2290.0,,279263.0,,2750.0,,205717.0,,2393.0,,135806.0,,1737.0,,98863.0,,1807.0,,12483068.0,,1876.0,,942050.0,,902.0,,925449.0,,5470.0,,899228.0,,5439.0,,542606.0,,920.0,,360787.0,,1375.0,,180990.0,,3559.0,,177561.0,,3050.0,,517718.0,,4171.0,,902050.0,,919.0,,863546.0,,1035.0,,882203.0,,4826.0,,850932.0,,4909.0,,876115.0,,865.0,,827726.0,,739.0,,703130.0,,3893.0,,257528.0,,2784.0,,336007.0,,3215.0,,186602.0,,2745.0,,244690.0,,2871.0,,330971.0,,3027.0,,266240.0,,2350.0,,208193.0,,2188.0,,200746.0,,2190.0,,48,1923740.0,1888441.0,1842336.0,1119945.0,747965.0,377205.0,372443.0,1058208.0,1825016.0,1731616.0,1757312.0,1697848.0,1744092.0,1632969.0,1369671.0,500717.0,641073.0,358797.0,458994.0,610234.0,471957.0,343999.0,299609.0,6774462.0,3465129.0,3309333.0,4850722.0,2483439.0,2367283.0,3812181.0,1944682.0,1867499.0,2962281.0,1520447.0,1441834.0,6112453.0,3109801.0,3002652.0,5199252.0,2590002.0,2609250.0,4144430.0,2020039.0,2124391.0,2543590.0,1106148.0,1437442.0
49,Utah,2715379.0,,-555555555.0,*****,1364170.0,,608.0,,132999.0,,332.0,,124773.0,,1356.0,,113729.0,,1358.0,,66419.0,,299.0,,44190.0,,388.0,,18495.0,,916.0,,23135.0,,1265.0,,75118.0,,1450.0,,115842.0,,289.0,,107114.0,,330.0,,87651.0,,1235.0,,79283.0,,1313.0,,77100.0,,326.0,,74165.0,,312.0,,63488.0,,1091.0,,21731.0,,792.0,,29042.0,,1009.0,,15725.0,,642.0,,20523.0,,642.0,,27198.0,,788.0,,21022.0,,594.0,,14726.0,,535.0,,10702.0,,479.0,,1351209.0,,608.0,,125737.0,,352.0,,117068.0,,1503.0,,108980.0,,1572.0,,61971.0,,271.0,,46538.0,,389.0,,26268.0,,1254.0,,23046.0,,1136.0,,64655.0,,1467.0,,110849.0,,310.0,,101763.0,,319.0,,86027.0,,1456.0,,74456.0,,1389.0,,76971.0,,279.0,,75533.0,,236.0,,65150.0,,1150.0,,22700.0,,834.0,,30240.0,,1062.0,,17332.0,,701.0,,22274.0,,738.0,,30740.0,,739.0,,25473.0,,847.0,,18709.0,,698.0,,18729.0,,711.0,,49,258736.0,241841.0,222709.0,128390.0,90728.0,44763.0,46181.0,139773.0,226691.0,208877.0,173678.0,153739.0,154071.0,149698.0,128638.0,44431.0,59282.0,33057.0,42797.0,57938.0,46495.0,33435.0,29431.0,851676.0,437920.0,413756.0,592940.0,304921.0,288019.0,500577.0,257772.0,242805.0,351099.0,180148.0,170951.0,757013.0,383894.0,373119.0,481488.0,244034.0,237454.0,382049.0,188426.0,193623.0,243153.0,109896.0,133257.0
50,Vermont,624958.0,,-555555555.0,*****,308125.0,,315.0,,16547.0,,193.0,,17842.0,,553.0,,19727.0,,498.0,,13136.0,,132.0,,11075.0,,191.0,,6114.0,,500.0,,5344.0,,478.0,,11295.0,,533.0,,17347.0,,207.0,,16901.0,,212.0,,18077.0,,603.0,,22067.0,,608.0,,24520.0,,156.0,,25446.0,,186.0,,24031.0,,565.0,,8702.0,,501.0,,10599.0,,406.0,,6090.0,,335.0,,7530.0,,334.0,,9452.0,,389.0,,7367.0,,316.0,,5201.0,,269.0,,3715.0,,263.0,,316833.0,,315.0,,15457.0,,176.0,,16851.0,,528.0,,18384.0,,515.0,,12426.0,,140.0,,10166.0,,189.0,,5445.0,,485.0,,4569.0,,408.0,,11374.0,,655.0,,17306.0,,229.0,,17232.0,,191.0,,18031.0,,617.0,,22830.0,,580.0,,25725.0,,178.0,,26759.0,,220.0,,24387.0,,534.0,,8388.0,,415.0,,11394.0,,505.0,,5879.0,,295.0,,8223.0,,351.0,,10767.0,,315.0,,9060.0,,401.0,,8252.0,,452.0,,7928.0,,370.0,,50,32004.0,34693.0,38111.0,25562.0,21241.0,11559.0,9913.0,22669.0,34653.0,34133.0,36108.0,44897.0,50245.0,52205.0,48418.0,17090.0,21993.0,11969.0,15753.0,20219.0,16427.0,13453.0,11643.0,130370.0,67252.0,63118.0,98366.0,50705.0,47661.0,66697.0,34389.0,32308.0,63673.0,32863.0,30810.0,134168.0,68076.0,66092.0,131250.0,64664.0,66586.0,139706.0,68778.0,70928.0,89464.0,39355.0,50109.0
51,Virginia,7926192.0,,-555555555.0,*****,3891319.0,,1401.0,,258680.0,,813.0,,257358.0,,2602.0,,262327.0,,2791.0,,165176.0,,729.0,,119912.0,,1276.0,,63538.0,,1771.0,,60068.0,,1761.0,,169714.0,,2144.0,,276128.0,,1074.0,,258382.0,,1111.0,,267391.0,,3011.0,,290141.0,,3074.0,,301625.0,,801.0,,283051.0,,810.0,,239763.0,,2162.0,,91806.0,,1862.0,,115756.0,,1912.0,,63825.0,,1525.0,,80884.0,,1516.0,,104192.0,,1770.0,,75320.0,,1216.0,,49728.0,,1279.0,,36554.0,,1129.0,,4034873.0,,1401.0,,248229.0,,755.0,,246461.0,,2608.0,,249965.0,,2493.0,,155731.0,,756.0,,114919.0,,1294.0,,59640.0,,1863.0,,57105.0,,1799.0,,157372.0,,2193.0,,273880.0,,840.0,,261784.0,,849.0,,274001.0,,3072.0,,295868.0,,2935.0,,312459.0,,739.0,,298412.0,,675.0,,258067.0,,2191.0,,100324.0,,1804.0,,125119.0,,1704.0,,69647.0,,1552.0,,93493.0,,1539.0,,122207.0,,1761.0,,100108.0,,1666.0,,78769.0,,1694.0,,81313.0,,1568.0,,51,506909.0,503819.0,512292.0,320907.0,234831.0,123178.0,117173.0,327086.0,550008.0,520166.0,541392.0,586009.0,614084.0,581463.0,497830.0,192130.0,240875.0,133472.0,174377.0,226399.0,175428.0,128497.0,117867.0,1843927.0,943541.0,900386.0,1337018.0,684861.0,652157.0,1010728.0,516038.0,494690.0,833199.0,427503.0,405696.0,1872442.0,947742.0,924700.0,1741485.0,859157.0,882328.0,1512298.0,730376.0,781922.0,956040.0,410503.0,545537.0
53,Washington,6652845.0,,-555555555.0,*****,3314698.0,,761.0,,221740.0,,389.0,,216528.0,,2352.0,,223906.0,,2388.0,,141765.0,,351.0,,94874.0,,505.0,,51325.0,,1510.0,,47641.0,,1628.0,,140892.0,,1975.0,,242491.0,,528.0,,225420.0,,426.0,,228922.0,,2685.0,,234989.0,,2543.0,,246212.0,,446.0,,242955.0,,361.0,,215211.0,,2076.0,,78146.0,,1629.0,,102260.0,,1769.0,,54602.0,,1156.0,,69578.0,,1280.0,,86934.0,,1370.0,,63752.0,,1272.0,,45909.0,,1148.0,,38646.0,,1204.0,,3338147.0,,761.0,,211451.0,,376.0,,207623.0,,2727.0,,212559.0,,2662.0,,133646.0,,347.0,,90704.0,,594.0,,45483.0,,1560.0,,44365.0,,1606.0,,131707.0,,2025.0,,233548.0,,365.0,,217645.0,,460.0,,222379.0,,2276.0,,230593.0,,2401.0,,246640.0,,452.0,,247656.0,,396.0,,225600.0,,1950.0,,82683.0,,1618.0,,106008.0,,1529.0,,58323.0,,1264.0,,74381.0,,1507.0,,95579.0,,1456.0,,79086.0,,1460.0,,67428.0,,1268.0,,73060.0,,1233.0,,53,433191.0,424151.0,436465.0,275411.0,185578.0,96808.0,92006.0,272599.0,476039.0,443065.0,451301.0,465582.0,492852.0,490611.0,440811.0,160829.0,208268.0,112925.0,143959.0,182513.0,142838.0,113337.0,111706.0,1569218.0,803939.0,765279.0,1136027.0,582199.0,553828.0,857342.0,438268.0,419074.0,711876.0,365671.0,346205.0,1566095.0,802643.0,763452.0,1409735.0,710123.0,699612.0,1300519.0,638572.0,661947.0,807278.0,359421.0,447857.0
54,West Virginia,1846372.0,,-555555555.0,*****,908648.0,,793.0,,53371.0,,374.0,,52312.0,,1043.0,,57365.0,,1030.0,,35657.0,,342.0,,27031.0,,471.0,,13004.0,,840.0,,13830.0,,964.0,,34013.0,,821.0,,54464.0,,391.0,,56199.0,,394.0,,58627.0,,1285.0,,62161.0,,1356.0,,66266.0,,299.0,,70199.0,,295.0,,67724.0,,1190.0,,27029.0,,997.0,,31999.0,,968.0,,18828.0,,751.0,,24556.0,,756.0,,32321.0,,851.0,,24230.0,,779.0,,16288.0,,716.0,,11174.0,,549.0,,937724.0,,793.0,,50811.0,,400.0,,51409.0,,965.0,,53385.0,,1012.0,,33684.0,,372.0,,25677.0,,463.0,,12531.0,,696.0,,12763.0,,943.0,,31791.0,,1044.0,,54361.0,,369.0,,54675.0,,318.0,,57046.0,,1260.0,,62085.0,,1263.0,,67704.0,,310.0,,72197.0,,335.0,,70465.0,,1107.0,,27064.0,,1000.0,,33002.0,,1002.0,,19737.0,,689.0,,26876.0,,848.0,,37863.0,,865.0,,31713.0,,859.0,,25922.0,,738.0,,24963.0,,849.0,,54,104182.0,103721.0,110750.0,69341.0,52708.0,25535.0,26593.0,65804.0,108825.0,110874.0,115673.0,124246.0,133970.0,142396.0,138189.0,54093.0,65001.0,38565.0,51432.0,70184.0,55943.0,42210.0,36137.0,387994.0,198705.0,189289.0,283812.0,145334.0,138478.0,207903.0,105683.0,102220.0,180091.0,93022.0,87069.0,390339.0,198541.0,191798.0,373889.0,187054.0,186835.0,399679.0,196951.0,202728.0,294471.0,127397.0,167074.0
55,Wisconsin,5664893.0,,-555555555.0,*****,2810744.0,,826.0,,181864.0,,485.0,,186234.0,,1896.0,,193481.0,,1943.0,,123429.0,,334.0,,84186.0,,434.0,,43264.0,,1259.0,,40955.0,,1353.0,,114979.0,,1744.0,,186112.0,,627.0,,175730.0,,424.0,,178223.0,,1924.0,,197680.0,,1891.0,,220107.0,,425.0,,214916.0,,415.0,,188567.0,,1631.0,,65792.0,,1217.0,,83788.0,,1228.0,,46315.0,,927.0,,58675.0,,900.0,,80086.0,,945.0,,62481.0,,867.0,,47426.0,,889.0,,36454.0,,677.0,,2854149.0,,826.0,,173548.0,,432.0,,178975.0,,1930.0,,184756.0,,1889.0,,116194.0,,359.0,,80732.0,,558.0,,40569.0,,1441.0,,39578.0,,1443.0,,110469.0,,1945.0,,178693.0,,451.0,,170351.0,,473.0,,173704.0,,1846.0,,195239.0,,1796.0,,220164.0,,371.0,,214474.0,,355.0,,189182.0,,1723.0,,66382.0,,1378.0,,85549.0,,1401.0,,48247.0,,1076.0,,66358.0,,1108.0,,90623.0,,1121.0,,81559.0,,1059.0,,70970.0,,1267.0,,77833.0,,1041.0,,55,355412.0,365209.0,378237.0,239623.0,164918.0,83833.0,80533.0,225448.0,364805.0,346081.0,351927.0,392919.0,440271.0,429390.0,377749.0,132174.0,169337.0,94562.0,125033.0,170709.0,144040.0,118396.0,114287.0,1338481.0,685008.0,653473.0,983069.0,503144.0,479925.0,720621.0,368098.0,352523.0,617860.0,316910.0,300950.0,1265618.0,645226.0,620392.0,1185117.0,596010.0,589107.0,1108650.0,553063.0,555587.0,767027.0,331437.0,435590.0
56,Wyoming,554697.0,,-555555555.0,*****,282671.0,,459.0,,20014.0,,253.0,,18800.0,,611.0,,18598.0,,638.0,,11489.0,,218.0,,8695.0,,345.0,,4467.0,,410.0,,4119.0,,416.0,,12866.0,,589.0,,20649.0,,233.0,,17890.0,,247.0,,17610.0,,712.0,,17074.0,,688.0,,20102.0,,273.0,,22197.0,,235.0,,20794.0,,588.0,,7194.0,,500.0,,8585.0,,492.0,,4520.0,,341.0,,6366.0,,402.0,,7872.0,,372.0,,5633.0,,378.0,,4199.0,,356.0,,2938.0,,279.0,,272026.0,,459.0,,18825.0,,206.0,,17470.0,,614.0,,17249.0,,649.0,,10801.0,,256.0,,7395.0,,292.0,,3894.0,,456.0,,3736.0,,444.0,,11446.0,,546.0,,19188.0,,272.0,,16947.0,,315.0,,15428.0,,671.0,,16660.0,,650.0,,20166.0,,237.0,,21532.0,,224.0,,19662.0,,513.0,,6521.0,,468.0,,8366.0,,469.0,,4586.0,,398.0,,6418.0,,418.0,,8301.0,,443.0,,6825.0,,357.0,,5368.0,,351.0,,5242.0,,333.0,,56,38839.0,36270.0,35847.0,22290.0,16090.0,8361.0,7855.0,24312.0,39837.0,34837.0,33038.0,33734.0,40268.0,43729.0,40456.0,13715.0,16951.0,9106.0,12784.0,16173.0,12458.0,9567.0,8180.0,133246.0,68901.0,64345.0,94407.0,48887.0,45520.0,75109.0,38814.0,36295.0,58137.0,30087.0,28050.0,131292.0,68686.0,62606.0,107040.0,54786.0,52254.0,114851.0,58770.0,56081.0,68268.0,31528.0,36740.0
72,Puerto Rico,3742586.0,,-555555555.0,*****,1793553.0,,-555555555.0,*****,117471.0,,-555555555.0,*****,124924.0,,1634.0,,142477.0,,1633.0,,87522.0,,-555555555.0,*****,58719.0,,70.0,,31713.0,,1093.0,,29911.0,,1114.0,,71770.0,,1466.0,,121855.0,,-555555555.0,*****,118389.0,,-555555555.0,*****,114134.0,,1853.0,,118734.0,,1854.0,,114672.0,,-555555555.0,*****,109637.0,,-555555555.0,*****,100164.0,,1150.0,,41388.0,,1181.0,,57816.0,,1309.0,,33856.0,,856.0,,45246.0,,959.0,,60093.0,,1058.0,,41230.0,,905.0,,28874.0,,906.0,,22958.0,,795.0,,1949033.0,,-555555555.0,*****,111887.0,,-555555555.0,*****,116948.0,,1847.0,,137965.0,,1846.0,,83718.0,,-555555555.0,*****,56725.0,,191.0,,30965.0,,1018.0,,28728.0,,968.0,,73086.0,,1253.0,,128948.0,,-555555555.0,*****,127443.0,,-555555555.0,*****,122786.0,,1469.0,,132885.0,,1474.0,,132197.0,,-555555555.0,*****,128184.0,,-555555555.0,*****,118509.0,,1251.0,,49092.0,,1032.0,,68532.0,,1163.0,,40225.0,,1038.0,,52796.0,,1168.0,,73837.0,,1156.0,,55454.0,,1064.0,,39484.0,,880.0,,38639.0,,915.0,,72,229358.0,241872.0,280442.0,171240.0,115444.0,62678.0,58639.0,144856.0,250803.0,245832.0,236920.0,251619.0,246869.0,237821.0,218673.0,90480.0,126348.0,74081.0,98042.0,133930.0,96684.0,68358.0,61597.0,922912.0,472394.0,450518.0,693554.0,354923.0,338631.0,471230.0,242395.0,228835.0,451682.0,229999.0,221683.0,878252.0,432357.0,445895.0,735408.0,347540.0,387868.0,673322.0,309005.0,364317.0,532692.0,232257.0,300435.0
